CODIGO,DESCRIPCION," TIPO",CANTIDAD,PRECIO,PRECIO H.,Ubicación,CATEGORIA,PROVEEDOR,TOTAL
664T,"CODO HN RANURADO 90X3""",UND,0,,0,,,,0
665T,"UNION RANURADA FLEXIBLE 3""",UND,0,,0,,,,0
666T,"TEE MECANICA  ROSCABLE 3""X 1 1/2",UND,0,,0,,,,0
667T,"BUSHING HG ULFM 1 1/2 X 1 1/4""",UND,0,,0,,,,0
668T,"COLGADOR AG PERA ULFM 3""",UND,0,,0,,,,0
669T,CAJETIN RECTANGULAR DEPLASTICO,UND,0,,0,,,,0
670T,TIJERA TF MECANICA P-CORTE,UND,0,,0,,,,0
671T,SIFON PVC 1 1/2 CON PLACA B,UND,0,,0,,,,0
672T,CHUPON UNIVERSAL 4 EN 1,UND,0,,0,,,,0
673T,CANASTILLA PLASTICA DE 1 1/2 YETKA COMPLETO,UND,0,,0,,,,0
674T,"CODO HG 150 ULFM 90X 1  1/4""",UND,0,,0,,,,0
675T,"TEE HN ULFM 3""",UND,0,,0,,,,0
676T,SIFON DE 1 1/2 PARA COCINA CON FREGADERO CON REBOSADERO,UND,0,,0,,,,0
677T,ESPUMA DE MULTIPOSICION,UND,0,,0,,,,0
678T,NEPLO INOX 1X4,UND,0,,0,,,,0
679T,"CODO HN 150 ULFM 90X1/2""",UND,0,,0,,,,0
680T,TUERCA DE ACERO G5 3/8 HILO 16,UND,0,,0,,,,0
681T,MASILLA PARA GYPSUM,UND,0,,0,,,,0
682T,UNION POLIP 1/2 M-H PMEX,UND,0,,0,,,,0
683T,KALIPEGA 125 CC,UND,0,,0,,,,0
684T,"GUANTE DE CUERO GRIS 20"" PARA SOLDAR",UND,0,,0,,,,0
685T,NUDO ESPIGA 50 GOL,UND,0,,0,,,,0
686T,LLAVE DE CHORRO FV,UND,0,,0,,,,0
687T,PERNO ANCLAJE ZINC,UND,0,,0,,,,0
688T,EQUIPO DE PRESURIZACION ELECTRONICO,UND,0,,0,,,,0
689T,"UNION HG THAI 1 1/4""",UND,0,,0,,,,0
690T,"CODO HN RANURADO RECOMB ULFM 45X3""",UND,0,,0,,,,0
"691T ","PLATINA DE 1 1/2 X 1/8""",UND,0,,0,,,,0
692T,REDUCCION PEGABLE 1 X 3/4 LASCO CAMPANA CHARLOT,UND,0,,0,,,,0
693T,"REDUCCION HN RANURADA 3X2""",UND,0,,0,,,,0
694T,"BROCA P CONCRETO 5/8""",UND,0,,0,,,,0
695T,PEGAMENTO PVC C ARROW NAR 950 ML,UND,0,,0,,,,0
696T,REDUCCION PEGABLE DE 1 1/4 X 1,UND,0,,0,,,,0
697T,REDUCCION PEGABLE DE 1 X 1/2,UND,0,,0,,,,0
698T,CODO HG 150 ULFM 45X1,UND,0,,0,,,,0
699T,TEE HG 1/2,UND,0,,0,,,,0
700T,NEPLO HG DE 1/2 CON CINTURA,UND,0,,0,,,,0
701T,"ADAPTADOR P-MA HEMBRA ",UND,0,,0,,,,0
702T,"NEPLO INOX 1/2 X 3""",UND,0,,0,,,,0
703T,"LLAVE ANGULAR 1/2 X 1/2 MM ",UND,0,"7,52 US$","9,024",,,,0
704T,RUEDAS PARA ANDAMIOS,UND,0,,0,,,,0
705T,UNION PVC 3/4 PEGABLE TIGRE,UND,0,,0,,,,0
706T,CODO PVC 45 PEGABLE 3/4 TIGRE,UND,0,,0,,,,0
707T,PEGA WELD ON TIGRE 237 ML,UND,0,,0,,,,0
708T,PLACA DECORATIVA PARA ROCIADOR,UND,0,"1,12 US$","1,34376",,,,0
709T,"TORNILLOS TIRAFONDOS 1 1/2""",UND,0,,0,,,,0
710T,TACOS FISHER N0.6,UND,0,,0,,,,0
711T,MANGUERA CONTRAINCENDIOS DOBLE CHAQUETA 30 M X 1 1/2,UND,0,,0,,,,0
712T,GABINETE SOBREPUESTO HN 70X22,UND,0,,0,,,,0
713T,"LLAVE SPANER 2 1/2 X 1/2""",UND,0,,0,,,,0
714T,"SIFON ACORDEON MAS REJILLA E 2460 ",UND,0,,0,,,,0
715T,"SIFON ACORDEON EDESA + REJILLA INOX 1 1/2 ",UND,0,,0,,,,0
716T,TUBO ABASTO 5/8 X 1/2 SANITARIOS 40 H-M FV E 2750,UND,0,,0,,,,0
717T,ABRAZADERA EMT 3/4 LUXAR,UND,0,,0,,,,0
718T,CODO PEGABLE TIGRE 50X90,UND,0,,0,,,,0
719T,"BUSHING HN ULFM 2 1/2X 2""",UND,0,,0,,,,0
720T,CAJA METAL CARGA GAS 35X35X18,UND,0,,0,,,,0
721T,VALVULA ALIVIO GAS 1/2 3129G,UND,0,,0,,,,0
722T,TEE CHECK ACOPLE DOBLE 1 1/4 REGO L7579 ACNE,UND,0,,0,,,,0
723T,CODO INOX 1 1/4 X 90,UND,0,,0,,,,0
724T,BOQUILLA BRONCE 1/2X 5/8 M PITON RECTA,UND,0,,0,,,,0
725T,PEGA WELD ON 118ML PRETTO TRANSPARENTE,UND,0,,0,,,,0
726T,NEPLO INOX 1 1/2 CON CINTURA,UND,0,,0,,,,0
727T,"NEPLO AI 3/4 X 4""",UND,0,,0,,,,0
728T,"NUDO AI ROSCABLE 3/4""",UND,0,,0,,,,0
729T,"NEPLO AI 1X6""",UND,0,,0,,,,0
730T,"VALVULA ESFERICA A/I ROSCABLE P/T 2 CPS 3/4""",UND,0,,0,,,,0
731T,"VALVULA CHECK YORK 103 BR 1/2""",UND,0,,0,,,,0
732T,TE ACOPLE DESCARGA 1 3/4 X 1 NPT REGO,UND,0,,0,,,,0
733T,VALVULA CHECK VERTICAL DE 1 1/4,UND,0,,0,,,,0
734T,ADAPTADOR PEGABLE 1 1/2 M LASCO,UND,0,,0,,,,0
735T,VALVULA ESFERA GAS 1/2 MARIPOSA H/H ITAP,UND,0,,0,,,,0
736T,TERMOTANQUE GAS PISO 40 GALONES RHEEM,UND,0,,0,,,,0
737T,ACEITE WW 40 SPRAY 5.50 ONZAS,UND,0,"1,80 US$","2,16",,,,0
738T,PERMAX S 1.5 MM MILIPUNTI CONFECCIONADO,UND,0,,0,,,,0
739T,CODO TF ADAPTADOR H 90 25X3/4 TIGRE,UND,0,,0,,,,0
740T,TEE PVC DAPATADOR PRESION PEGRABLE ROSCABLE 32X3/4,UND,0,,0,,,,0
741T,NUDO AI ROSCABLE 1 1/4,UND,0,,0,,,,0
742T,GRILLETE GALVANIZADO CABLE 3-16,UND,0,,0,,,,0
743T,CORTADOR TUBO 1X1/8 ACOBRE,UND,0,,0,,,,0
744T,VALVULA DE SERVICIO,UND,0,,0,,,,0
745T,"VALVULA DE ALIVIO-SEGURIDAD 1"" 8684G",UND,0,,0,,,,0
746T,NEPLOINOX 1 1/4X4,UND,0,,0,,,,0
747T,REGULADOR TANQUE 3 KG RECA (35MBAR),UND,0,,0,,,,0
748T,"TEE AI ROSCABLE 3/4""",UND,0,,0,,,,0
749T,"BUSHING AI 3/4 X 1/2""",UND,0,,0,,,,0
750T,"TUBO AI 304L CED40 1/2""",UND,0,,0,,,,0
751T,"TUBO AI 304L CED40 3/4""",UND,0,,0,,,,0
752T,"CODO AI ROSCABLE 90 X 3-4""",UND,0,,0,,,,0
753T,"CODO AI ROSCABLE 45 X 3-4""",UND,0,,0,,,,0
754T,"UNION AI ROSCABLE  3/4""",UND,0,,0,,,,0
755T,NEPLO AC CED40 3/4 PERDIDO,UND,0,,0,,,,0
756T,"GRILLETE DE 1/8""",UND,0,,0,,,,0
757T,"CODO AI  ROSCABLE 90X1 1/4""",UND,0,,0,,,,0
758T,"TAPON MACHO AI DE 1/2""",UND,0,,0,,,,0
759T,INDICADOR NIVEL TANQUE 2 M3,UND,0,,0,,,,0
760T,TEE MANGO POOL 1/2 X 100 CM PIG TAIL COFLEX,UND,0,,0,,,,0
761T,"MANGUERA R1 X 1.50 1""",UND,0,,0,,,,0
762T,REGULADOR TANQUE 1.3 KG RECA (634),UND,0,,0,,,,0
763T,"NUDO INOX 1/2""",UND,0,,0,,,,0
764T,BONDEX STANDARD 5 KL,UND,0,,0,,,,0
765T,BOMBA AGR 2CPM25/16B 2HP 220V/60 HZ PEDROLO,UND,0,,0,,,,0
766T,TANQUE HID T-20010 VERTICAL,UND,0,,0,,,,0
767T,"RODILLO FELPA SEMI RUGOSO 9""",UND,0,,0,,,,0
768T,CEMENTO ASFALTO 20 KG,UND,0,,0,,,,0
769T,IMPERMEABILIZANTE CHOVA TECHO,UND,0,,0,,,,0
770T,"BROCHA MANGO PLASTICO 5""",UND,0,,0,,,,0
771T,ANTORCHA DE GAS 65 CM P/CHOVA,UND,0,,0,,,,0
772T,VALVULA ESFERA AGUA 1 1/4 PALANCA H-H GENEBRE WOG,UND,0,,0,,,,0
773T,UNION PITON BRONCE 3/8 MONDIAL,UND,0,,0,,,,0
774T,TEE MECANICA ROSCABLE STRAP 1 1/2X1/2,UND,0,,0,,,,0
775T,CODO HN 150 ULFM 90 X 1 1/2,UND,0,,0,,,,0
776T,TEE ROSCABLE DE 1/2,UND,0,,0,,,,0
777T,CODO AC CED 40 90X2,UND,0,,0,,,,0
778T,"TEE HN ULFM  2""",UND,0,,0,,,,0
779T,TEE PVC CED 40  1 X 1/2 TIGRE,UND,0,,0,,,,0
780T,"ADAPTADOR PVC H 1""",UND,0,,0,,,,0
781T,"CODO PVC 90 1 1/4"" CED 40 PRESION",UND,0,,0,,,,0
782T,"NEPLO AC C40 1 1/2X2""",UND,0,,0,,,,0
783T,ROSCA HG*-HN 1 1/2,UND,0,,0,,,,0
784T,VALVULA PVC ESFERICA GRIS AZUL 32 MM,UND,0,,0,,,,0
785T,VALVULA ESFERA BR 1 TOTAL EA,UND,0,,0,,,,0
786T,"VALVULA CHECK RANURADA ULFM 2 1/2""",UND,0,,0,,,,0
787T,"CRUZ HN RANURADO RECOMB 2""",UND,0,,0,,,,0
788T,NEPLO AC CED 80M 1 1/2 X 4,UND,0,,0,,,,0
789T,NEPLO AC CED 80M 1 1/2 X 6,UND,0,,0,,,,0
790T,ROCIADOR AUTOMATICO MONTANTE 1/2 GRIS,UND,0,,0,,,,0
791T,ELECTROVALVULA 110V 1/2 NORMALMENTE ABIERTA,UND,0,,0,,,,0
792T,TEMPORIZADOR 11V 16A,UND,0,,0,,,,0
793T,YEE PVC DESAGUE 75X50 MM RIVAL,UND,0,,0,,,,0
794T,PERNO FLANGE 8X25,UND,0,,0,,,,0
795T,"TUERCA  ACERO GALVANIZADA 1""",UND,0,,0,,,,0
796T,CINTA DOBLE FAZ 18MMX2M,UND,0,,0,,,,0
797T,PERNO ANCLAJE 3/8 X 1 7/8,UND,0,,0,,,,0
798T,TEE PVC DESAGUE 75 MM,UND,0,,0,,,,0
799T,TUBO HN C40 1 1/2 X METRO,UND,0,,0,,,,0
800T,ROSCA HG HN 1 1/2,UND,0,,0,,,,0
801T,NEPLO INOX 3/4 CON CINTURA,UND,0,,0,,,,0
802T,"VALVULA CHECK HORIZONTAL 3/4""",UND,0,,0,,,,0
803T,"ELEVADOR 3/4""",UND,0,,0,,,,0
804T,PUENTE TF CORTO HH 25 MM,UND,0,,0,,,,0
805T,BOMBA CENTRIFUGA CP6804-10HP 220/440V TRIFASICA,UND,0,,0,,,,0
806T,TANQUE HID ZILMET ITA-V 100 LTS H95XD45CM PMAX:125 PSI,UND,0,,0,,,,0
807T,TABLERO DE PASO 20X30,UND,0,,0,,,,0
808T,POLITUBO 1/2 PUNTA BLANCA,UND,0,,0,,,,0
"809T ","ADAPATADOR TF H 32 MMX1""",UND,0,,0,,,,0
810T,"REDUCCION HN RANRUADA RECOMB 4X2""",UND,0,,0,,,,0
811T,"REDUCCION HN RANURADA 3X2 1/2""",UND,0,,0,,,,0
812T,"VALVULA ESFERA AI ROSC 2""",UND,0,,0,,,,0
813T,VALVULA ALIVIO AGUA 3/4 X 150 PSI. ACME-COFLEX,UND,0,,0,,,,0
814T,UNION PEGABLE 1 1/2 LASCO,UND,0,,0,,,,0
815T,"FLOTADOR TANQUE 3-4 ",UND,0,,0,,,,0
816T,CODO FUSION VESBO 25X3-4 MACHO METAL,UND,0,,0,,,,0
817T,PERMAX S 1 MM MILIPUNTI CONFECCIONADO,UND,0,,0,,,,0
818T,"TUBO 2"" RIVAL 280 PSI",UND,0,,0,,,,0
819T,"NUDO 2"" PCP PRESION CAPILAR",UND,0,,0,,,,0
820T,TANQUE TIPO BOTELLA 2500 LITROS RIVAL,UND,0,,0,,,,0
821T,"TEE 2"" LASCO",UND,0,,0,,,,0
822T,"ADAPTADOR HEMBRA 2"" LASCO",UND,0,,0,,,,0
823T,REDUCTOR 2 A 1/2 LASCO,UND,0,,0,,,,0
824T,TEE 1/2 LASCO,UND,0,,0,,,,0
825T,REDUCTOR DE 2 A 1 1/2 LASCO,UND,0,,0,,,,0
826T,NUDO 1 1/2 PCP PRESION CAPILAR,UND,0,,0,,,,0
827T,"SENSOR DE NIVEL INOX 1/2"" 90 G",UND,0,,0,,,,0
828T,RELE RELEQUICK RVS10N060V0005P 110V,UND,0,,0,,,,0
829T,BASE RELEQUICK SVB10D010110V 5P 110V,UND,0,,0,,,,0
830T,BUSHING PEGABLE 2 X 1/2 LASCO,UND,0,,0,,,,0
831T,BUSHING PEGABLE 2 X 1 LASCO,UND,0,,0,,,,0
832T,NEPLO INOX 2 CON CINTURA,UND,0,,0,,,,0
833T,"NUDO INOX 2""",UND,0,,0,,,,0
834T,NUDO PEGABLE 1 PCP,UND,0,,0,,,,0
835T,VALVULA ESFERA AGUA 1 1/2 PALANCA H-H GENEBRE,UND,0,,0,,,,0
836T,VALVULA ESFERA AGUA 2 PALANCA  GENEBRE WOG,UND,0,,0,,,,0
837T,VALVULA PIE BR 2 PEDROLLO,UND,0,,0,,,,0
838T,MANOMETRO 100 PSI PAOLO,UND,0,,0,,,,0
839T,ADAPTADOR M PRESION PEGABLE ROSCABLE 50X 1 1/2,UND,0,,0,,,,0
840T,"NEPLO HG 2"" C/CINTURA",UND,0,,0,,,,0
841T,BROCA 5/16X4X6 DEWALT ROTOMARTILLO,UND,0,,0,,,,0
842T,"TAPON HN RANURA ULFM 2""",UND,0,,0,,,,0
843T,BUJE PVC 2 X 1 1/2 ROSCABLE,UND,0,,0,,,,0
844T,PLYWOOD 9 LINEAS TC 1 22X2.44 CM,UND,0,,0,,,,0
845T,FLEXOMETRO FORTIA 5 M,UND,0,,0,,,,0
846T,NEPLO INOX 1/2 X 6,UND,0,,0,,,,0
847T,PERNO ALLEN DE ACERO 6X16,UND,0,,0,,,,0
848T,PERNO ALLEN DE ACERO 6X20,UND,0,,0,,,,0
849T,BOQUILLA CALEFON 1/2 PITON TUERCA LOCA,UND,0,,0,,,,0
850T,ADAPTADOR PVC H PRESION PREGROS 25X3/4,UND,0,,0,,,,0
851T,TUBO PVC E-C 25MMX1.25MPA X 6M TIGRE,UND,0,,0,,,,0
852T,LLAVE DE PASO MANIJA FV E471.13,UND,0,,0,,,,0
853T,"BOMBA ESYBOX SPC BOOSTER 2, HP 2027240V 1F 60 HZ 60161182",UND,0,,0,,,,0
854T,NEPLO INOX 1/4 C/CINTURA,UND,0,,0,,,,0
855T,FILTRO RETEN 1” GENEBRE PLASTICO,UND,0,,0,,,,0
856T,"NEPLO A/C CED/80 3/4 X 8""",UND,0,,0,,,,0
857T,CODO A/C P/S CED 40 90X3/4,UND,0,,0,,,,0
858T,TUBO AC CED40 S/C P/S 3/4 X 6 M,UND,0,,0,,,,0
859T," UNION AI ROSCABLE  1 1/4""",UND,0,,0,,,,0
860T,TUBO PVC SILVER 110MMX3M RIVAL,UND,0,,0,,,,0
861T,NUDO FUSION VESBO 32 MM,UND,0,,0,,,,0
862T,"CODO CACHIMBA INOX 1 1/4X90  ",UND,0,,0,,,,0
863T,PUENTE TF VESBO 32 MM,UND,0,,0,,,,0
864T,TUBO AC CED10 RANURADO ROJO A795  1 1/2 X 6 M,UND,0,,0,,,,0
865T,UNION HN RANURADA RIGIDA RECOMB 2.1/2,UND,0,,0,,,,0
866T,TUBO AC CED 10 RANURADO ROJO A795 2 1/2,UND,0,,0,,,,0
867T,"BROCHA 1 1/2""",UND,0,"0,43 US$","0,516",,,,0
868T,TANQUE PE 5000 LITROS PLASTIGAMA,UND,0,,0,,,,0
869T,"ADAPTADOR PVC TANQUE ROSCABLE 1"" TIGRE",UND,0,,0,,,,0
870T,"ADAPTADOR PVC TANQUE ROSCABLE 3/4"" TIGRE",UND,0,,0,,,,0
871T,LIJA N0. 240,UND,0,,0,,,,0
872T,TUBO DE ABASTO PARA CALEFON,UND,0,,0,,,,0
873T,DISOLVENTE 3.78 LTS,UND,0,,0,,,,0
874T,NUDO DE 1/2 PLASTIGAMA,UND,0,,0,,,,0
875T,CODO DE 1/2 X 45 PLASTIGAMA,UND,0,,0,,,,0
876T,REDUCCION HN RANURADA ULFM 3 X 2 1/2,UND,0,,0,,,,0
877T,TUBO HN RANURADO ROJO C10 3· X 5.80 METROS,UND,0,,0,,,,0
878T,"CRUZ RANURADA 3""",UND,0,,0,,,,0
879T,VALVULA ALIVIO GAS 1/4 3127G,UND,0,,0,,,,0
880T,PISTOLA SILICON TUBO NEGRA,UND,0,,0,,,,0
881T,ANGULO ACERO A36 1/2X1/8 (40X3) X 6M,UND,0,,0,,,,0
882T,SIFON ACOPLE EDESA 1 1/4,UND,0,,0,,,,0
883T,DESAGUE LAVATORIO TAPA GIRATORIA,UND,0,,0,,,,0
884T,BOMBA  DAB INVERTERN 1 HP 115-220V E .SYBOX MINI 3 60 LPM A 24 PSI,UND,0,,0,,,,0
885T,"DETECTOR DE HUMO JEM ST82 C-BATERIA 9V-DC ",UND,0,,0,,,,0
886T,MASCARA PROTECTORA DE SOLDAR,UND,0,,0,,,,0
887T,LLAVE FRANCESA IRWIN,UND,0,,0,,,,0
888T,"NEPLO AI DE 1 X 12""",UND,0,,0,,,,0
889T,"NEPLO AI DE 1 X 3""",UND,0,,0,,,,0
890T,"UNION HN RANURADA FLEXIBLE 4""",UND,0,,0,,,,0
891T,MANGUERA REFORZADA NEGRA 3/8 GAS,UND,0,,0,,,,0
892T,"VALVULA REDUCTORA DE PRESION DE 1/2""",UND,0,,0,,,,0
893T,PERNO TIRAFONDO 1/4X2 UNIDADES,UND,0,,0,,,,0
894T,"NEPLO HN 20 CM X 2 1/2""",UND,0,,0,,,,0
895T,"NEPLO AI DE 1/2 X 8""",UND,0,,0,,,,0
896T,"NEPLO AI DE 1/2 X 6""",UND,0,,0,,,,0
897T,"NEPLO AI DE 1/2 X 2""",UND,0,,0,,,,0
898T,"CODO TF ADAPTADOR M 90 20 X 1/2""",UND,0,"1,80 US$","2,16",,,,0
899T,TAPON RANURADO 1  1/2  TIPO VIATULIC,UND,0,,0,,,,0
900T,"TAPON RANURADO 2 1/2""",UND,0,,0,,,,0
901T,"UNION INOX 1""",UND,0,,0,,,,0
902T,"BUSHING INOX 1 1/4 X 1""",UND,0,,0,,,,0
903T,"TERMINAL ESPIGA 50X 1,1/2(M) PLASTIGAMA",UND,0,,0,,,,0
904T,"TERMINAL ESPIGA 50X 1,1/2(H) PLASTIGAMA",UND,0,,0,,,,0
905T,"TUERCA CON ARANDELA 8""X 1,25 U",UND,0,,0,,,,0
906T,TEE ESPIGA 50 PLIMAT,UND,0,,0,,,,0
907T,BUSHING ESPIGA 50X40 PLASTIGAMA,UND,0,,0,,,,0
908T,VALVULA PEGABLE C/NUD  1 1/4 LD (AZUL),UND,0,,0,,,,0
909T,UNION PEGABLE 1/2 LASCO,UND,0,,0,,,,0
910T,"REDUCCION HN RANURADA 4X2 1/2""",UND,0,,0,,,,0
911T,BROCA HSS LARGA 1/2X4 1/1X1,UND,0,,0,,,,0
912T,CINTA CAFÉ ADHESIVA 48MMX80YDOS,UND,0,,0,,,,0
913T,BROCA DE COBALTO DEWALT 3/8,UND,0,,0,,,,0
914T,"DISCO DE CORTE METAL INDUSTRIAL 16""",UND,0,,0,,,,0
915T,"PERNO DE ACERO DE 3/8 X 1,1/2""",UND,0,,0,,,,0
916T,"CODO AI ROSCABLE 90X1/2""",UND,0,,0,,,,0
917T,ANGULO AI C40X3,UND,0,,0,,,,0
918T,"NEPLO AI 1/2 X 4""",UND,0,,0,,,,0
919T,ENCHUFE 2 PATAS,UND,0,,0,,,,0
920T,TAPON PEGABLE 2 H LASCO,UND,0,,0,,,,0
921T,"NUDO HN ULFM 1/2""",UND,0,,0,,,,0
922T,"CODO HG CIFUNSA 45X1-2""",UND,0,,0,,,,0
923T,GAFAS DEPORTIVAS PROTECTORAS,UND,0,,0,,,,0
924T,NEPLO INOX DE 2.1-2X30CM,UND,0,,0,,,,0
925T,"NEPLO AC 1/2X2""",UND,0,,0,,,,0
926T,CONECTOR MACHO DE MANGUERA,UND,0,,0,,,,0
927T,"MANOMETRO 180 PSI X 1/8""",UND,0,,0,,,,0
928T,NEPLO INOX 3/4X1/2,UND,0,,0,,,,0
929T,"CODO AI ROSCABLE 45 X 1/2""",UND,0,,0,,,,0
930T,"NEPLO BR 1/2 X 1/4"" (NR 1214)",UND,0,,0,,,,0
931T,"NEPLO BR 1/2 X 1/2"" (UMM 1212)",UND,0,,0,,,,0
932T,ANGULO DE ACERO 1 1/4 X 3/16 X 6 METROS,UND,0,,0,,,,0
933T,TANQUE DE GAS GLP 1 M3,UND,0,,0,,,,0
934T,BROCA DE METAL 15/32,UND,0,,0,,,,0
935T,"PERNO DE ANCLAJE 8,30 FLANGE",UND,0,,0,,,,0
936T,ROCIADOR NORMADO ULFM,UND,0,,0,,,,0
937T,CASCO AMARILLO,UND,0,,0,,,,0
938T,"MANGUERA CORRUGADA 3/4""",UND,0,,0,,,,0
939T,TAPON MACHO HG 3/4,UND,0,,0,,,,0
940T,"TAPON MACHO HG 1""",UND,0,,0,,,,0
941T,"HAROMAK DISCO DORADO CERAMICA 4 1/2 22,23MM",UND,0,,0,,,,0
942T,"HAROMAK DISCO VERDE PORCELANATO CONTINUO 4 1/2 ",UND,0,,0,,,,0
943T,TAPA PVC H DESAGUE 50 MM TIGRE,UND,0,,0,,,,0
944T,TAPA PVC H DESAGUE 75 MM TIGRE,UND,0,,0,,,,0
945T,"PUENTE DE BRONCE DE 1/2""",UND,0,,0,,,,0
946T,TAPON H 1 1/2 DAMIPLASTHI,UND,0,,0,,,,0
947T,"TAPON H 1"" A/F LASCO",UND,0,,0,,,,0
948T,NEPLO INOX 1/2X4,UND,0,,0,,,,0
949T,PURGADOR AIRE 1/2 ITAP,UND,0,,0,,,,0
950T,LETRERO GABINETE DE INCENDIO,UND,0,,0,,,,0
951T,EMPAQUE PARA MANGUERA 10PZ TRUPER,UND,0,,0,,,,0
952T,PISTOLA DE CALOR BK-HG109,UND,0,,0,,,,0
953T,ESPONJA,UND,0,,0,,,,0
954T,REGULADOR 4 KL RECA,UND,0,,0,,,,0
955T,VALVULA FILTRA 3/4 GENEBRE,UND,0,,0,,,,0
956T,REGULADOR 2DA 17 KG 1/2X1/2 RECA VERDE,UND,0,,0,,,,0
957T,BUSHING INOX 1 X 3/4,UND,0,,0,,,,0
958T,VALVULA FLOTADOR ESSETI 3/4,UND,0,,0,,,,0
959T,TAPA PVC H DESAGUE 110 MM TIGRE,UND,0,,0,,,,0
960T,TUBO TF 110MM X 4 M PN 16,UND,0,,0,,,,0
961T,UNION TF 110 MM PN 25,UND,0,,0,,,,0
962T,ADAPTADOR TF H 110 MM X 4 PULGADAS,UND,0,,0,,,,0
963T,TEE REDUCIDA TF 110MM X 75MMX110MM PN 25,UND,0,,0,,,,0
964T,CODO TF 110MM X 92MM PN 25,UND,0,,0,,,,0
965T,ADAPTADOR TF H 75 X 2 1/2 MM PN 25,UND,0,,0,,,,0
966T,TUBO TF 75 X 6.8 MM PN 16,UND,0,,0,,,,0
967T,CODO TF 90 X 75MM PN 25,UND,0,,0,,,,0
968T,UNION TF UNIVERSAL 25 MM TORO,UND,0,,0,,,,0
969T,UNION TF UNIVERSAL 20 MM TORO,UND,0,,0,,,,0
970T,NEPLO CED 40 1 1/2X8 MM,UND,0,,0,,,,0
971T,BOMBA JET PLURIJET 4/200 2 HP 220V 4 ETAPAS AUTOCEBANTE,UND,0,,0,,,,0
972T,BOMBA CENTRIFUGA CP6809 10 HP 220/440V TRIFASICA,UND,0,,0,,,,0
973T,"HIDROLAVADORA 120V M 60HZ1,4KW 1450 PSI 1400W 100BAR 10MPA_CON MANIJA RUEDA Y ACOPLE AMERICANO",UND,0,,0,,,,0
974T,UNION TF 75 MM PN25,UND,0,,0,,,,0
975T,BOQUILLA DE BRONCE 1/4X3/8,UND,0,,0,,,,0
976T,VALVULA ANGULAR FLOU COM 2 1/2,UND,0,,0,,,,0
977T,TAPON BR MACHO 2 1/2 PARA SIAMESA,UND,0,,0,,,,0
978T,PLACA REDONDA PARA SIAMESA,UND,0,,0,,,,0
979T,VALVULA DE ACOPLE RAPIDO 3/4,UND,0,,0,,,,0
980T,BAYONETA ACOPLE RAPIDO 3/4,UND,0,,0,,,,0
981T,ADAPTADORNFLEX 1/2 PLASTIGAMA,UND,0,,0,,,,0
982T,CODO PVC 90X3-4 ROSCABLE,UND,0,,0,,,,0
983T,MANGUERA POOL 1/2X 100 CM COFLEX,UND,0,,0,,,,0
984T,TAPON TF H 25 MM,UND,0,,0,,,,0
985T,"NEPLO AI 1/2"" PERDIDO",UND,0,,0,,,,0
986T,TIZA INDUSTRIAL,UND,0,,0,,,,0
987T,"NUDO AI ROSCABLE 2""",UND,0,,0,,,,0
988T,"AISLANTE TERMICO 3 MM X 1,22",UND,0,,0,,,,0
989T,PROTECTOR AUDITIVO,UND,0,,0,,,,0
990T,BOTINES NEGRO TRABAJO,UND,0,,0,,,,0
991T,BUJE PVC CORTO 63X50,UND,0,,0,,,,0
992T,TUBO PVC E-C 63X1X6M,UND,0,,0,,,,0
993T,TEE PEGABLE REDUCCION 1X1/2 LASCO,UND,0,,0,,,,0
994T,"ADAPTADOR H 2"" LASCO",UND,0,,0,,,,0
995T,ESMALTE AMARILLO 1 LITRO,UND,0,,0,,,,0
